prediction_id,sector,old_fund_code,old_fund_name,new_fund_code,new_fund_name,reset_verified
3326,军工,512660,军工ETF国泰,512680,军工ETF广发,False
3331,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,False
3336,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
3339,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,False
3343,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,False
3344,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,False
3347,化工,003033,,516570,化工行业 ETF 易方达,False
3348,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,False
3353,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,False
3354,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,False
3356,综合,159527,云计算ETF广发,018536,汇添富上证综合指数C,False
3357,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,False
3358,煤炭,003033,,515220,煤炭 ETF 国泰,False
3361,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,False
